id,book_id,format,retailer_id,store_id,date,price,quantity_sold,revenue
444,112,Audiobook,1,36,2023-08-06,27.14,7,189.98
445,38,Mass Market Paperback,8,457,2023-05-25,11.9,50,595.0
446,10,Paperback,1,39,2025-10-16,17.25,1,17.25
447,200,Paperback,1,4,2024-06-29,17.49,26,454.74
448,264,Audiobook,1,72,2025-10-01,24.35,47,1144.45
449,277,Hardcover,9,494,2024-04-07,28.83,45,1297.35
450,63,Mass Market Paperback,5,342,2026-03-07,12.73,23,292.79
451,156,Hardcover,1,93,2025-05-07,31.31,42,1315.02
452,188,eBook,4,297,2025-12-30,8.55,30,256.5
453,104,Mass Market Paperback,2,196,2023-12-28,9.15,25,228.75
454,154,Hardcover,10,499,2025-03-09,31.3,23,719.9
455,44,Paperback,1,26,2025-06-15,14.69,13,190.97
456,304,Audiobook,4,316,2024-07-07,23.88,35,835.8
457,256,Audiobook,1,38,2025-12-29,29.66,2,59.32
458,174,eBook,6,416,2023-04-25,13.5,3,40.5
459,61,Mass Market Paperback,2,153,2024-03-09,10.82,44,476.08
460,297,Hardcover,10,501,2024-07-03,25.36,10,253.6
461,10,Mass Market Paperback,2,134,2025-08-23,9.17,45,412.65
462,8,Hardcover,8,468,2023-12-19,34.04,7,238.28
463,313,Mass Market Paperback,1,117,2025-05-23,9.25,7,64.75
464,255,Hardcover,5,346,2024-03-27,33.03,28,924.84
465,206,Hardcover,2,141,2024-10-26,34.75,37,1285.75
466,165,Hardcover,1,65,2024-03-12,30.92,22,680.24
467,62,Paperback,5,379,2024-12-24,17.78,11,195.58
468,284,Audiobook,1,42,2025-02-28,22.43,38,852.34
469,69,Mass Market Paperback,1,17,2023-07-24,10.49,11,115.39
470,250,Hardcover,4,291,2023-06-15,25.06,6,150.36
471,214,Paperback,4,278,2026-01-18,15.02,41,615.82
472,268,Audiobook,1,39,2025-07-11,22.38,12,268.56
473,306,Audiobook,4,309,2026-03-20,26.11,6,156.66
474,179,Hardcover,2,121,2025-05-07,30.57,13,397.41
475,272,Mass Market Paperback,10,520,2023-07-15,10.44,49,511.56
476,113,Paperback,1,116,2025-08-08,15.37,13,199.81
477,77,Audiobook,1,45,2025-08-29,21.75,43,935.25
478,28,eBook,5,343,2025-01-15,9.46,17,160.82
479,233,Hardcover,2,181,2023-03-30,32.39,35,1133.65
480,81,Audiobook,3,241,2023-03-01,25.14,5,125.7
481,228,Audiobook,5,334,2024-10-29,21.98,44,967.12
482,118,eBook,6,423,2023-08-14,9.58,16,153.28
483,103,Paperback,10,497,2025-02-08,14.36,38,545.68
484,28,Paperback,8,466,2025-06-11,15.07,40,602.8
485,92,eBook,2,199,2025-06-19,8.94,47,420.18
486,184,Paperback,1,62,2024-07-06,15.67,3,47.01
487,144,Hardcover,6,429,2023-10-07,33.51,30,1005.3
488,88,eBook,2,161,2026-03-29,9.53,19,181.07
489,314,Mass Market Paperback,1,89,2023-12-15,12.87,15,193.05
490,211,Audiobook,9,485,2025-12-04,28.61,14,400.54
491,237,Hardcover,3,253,2024-07-25,32.29,48,1549.92
492,127,Audiobook,2,153,2024-06-24,25.78,38,979.64
493,294,Audiobook,9,482,2025-10-15,29.79,3,89.37
494,259,Audiobook,1,101,2023-03-10,25.3,31,784.3
495,232,Paperback,1,13,2025-10-11,14.41,49,706.09
496,209,Paperback,1,93,2024-06-05,15.78,16,252.48
497,9,eBook,1,25,2025-09-09,9.12,30,273.6
498,233,Paperback,2,190,2025-08-07,18.36,26,477.36
499,190,Hardcover,5,395,2025-08-08,33.59,5,167.95
500,171,Hardcover,4,277,2025-01-25,27.96,49,1370.04
501,314,Mass Market Paperback,1,83,2026-01-15,12.17,44,535.48
502,172,Mass Market Paperback,5,373,2023-04-23,12.77,44,561.88
503,27,Audiobook,1,42,2023-08-16,23.65,40,946.0
504,188,Paperback,1,69,2025-01-20,17.23,46,792.58
505,288,Paperback,3,245,2026-01-19,14.68,22,322.96
506,277,Audiobook,3,215,2023-08-21,27.36,49,1340.64
507,116,eBook,6,434,2024-09-09,14.28,33,471.24
508,142,Hardcover,10,498,2023-04-22,28.72,29,832.88
509,257,Hardcover,4,300,2025-12-14,29.69,35,1039.15
510,232,Hardcover,1,90,2025-01-23,26.87,30,806.1
511,42,Paperback,1,112,2025-03-11,15.43,5,77.15
512,85,Hardcover,2,155,2024-07-19,31.96,32,1022.72
513,105,Hardcover,2,136,2025-12-02,27.92,44,1228.48
514,243,Audiobook,1,22,2024-12-11,24.43,42,1026.06
515,150,Hardcover,5,344,2024-01-23,25.21,15,378.15
516,211,eBook,10,498,2026-03-31,12.58,21,264.18
517,304,Mass Market Paperback,2,136,2026-02-24,10.77,20,215.4
518,157,eBook,4,296,2023-12-18,9.58,24,229.92
519,25,eBook,2,165,2023-10-31,9.98,11,109.78
520,275,Paperback,2,158,2024-08-07,18.86,46,867.56
521,83,Hardcover,2,130,2024-03-05,25.4,21,533.4
522,226,eBook,1,36,2024-11-20,9.28,36,334.08
523,163,Paperback,2,167,2024-12-05,15.85,35,554.75
524,274,Hardcover,10,512,2024-09-09,34.19,26,888.94
525,75,eBook,10,520,2025-07-27,9.08,48,435.84
526,170,Audiobook,2,151,2024-08-28,28.95,49,1418.55
527,290,eBook,9,491,2026-02-19,12.81,47,602.07
528,21,Mass Market Paperback,6,412,2023-10-13,9.46,2,18.92
529,113,eBook,2,200,2025-07-02,8.64,4,34.56
530,299,Paperback,4,285,2025-12-14,17.9,50,895.0
531,101,Hardcover,1,90,2023-02-16,30.37,29,880.73
532,263,Paperback,10,524,2025-03-18,16.44,39,641.16
533,29,Audiobook,5,379,2025-01-09,21.47,28,601.16
534,198,Hardcover,4,316,2025-02-02,27.84,23,640.32
535,229,Hardcover,6,426,2026-02-22,27.15,29,787.35
536,227,Paperback,6,425,2024-08-14,18.02,28,504.56
537,72,Paperback,5,344,2023-06-26,15.03,31,465.93
538,34,Hardcover,4,280,2025-02-08,25.06,41,1027.46
539,213,Mass Market Paperback,2,141,2023-12-25,10.84,37,401.08
540,103,Audiobook,1,44,2024-01-16,22.88,32,732.16
541,155,Audiobook,3,230,2024-09-14,25.58,30,767.4
542,14,Paperback,9,484,2023-01-06,15.3,41,627.3
543,64,Audiobook,3,251,2024-08-12,21.78,45,980.1
544,15,eBook,5,371,2024-01-05,11.44,5,57.2
545,298,Mass Market Paperback,9,488,2026-01-22,10.73,17,182.41
546,62,Mass Market Paperback,4,266,2025-04-05,11.92,2,23.84
547,84,Paperback,2,139,2023-04-30,15.59,45,701.55
548,183,Hardcover,5,365,2023-12-01,27.72,27,748.44
549,25,eBook,2,199,2024-08-16,11.7,5,58.5
550,94,Mass Market Paperback,5,331,2023-12-02,12.0,35,420.0
551,162,eBook,5,372,2024-09-08,12.79,45,575.55
552,50,Mass Market Paperback,1,14,2025-12-30,10.4,10,104.0
553,71,eBook,6,422,2025-11-27,10.6,32,339.2
554,175,Hardcover,3,227,2025-03-30,27.17,33,896.61
555,97,Mass Market Paperback,1,117,2026-02-18,11.75,34,399.5
556,214,Hardcover,1,18,2026-01-10,26.16,9,235.44
557,246,eBook,7,453,2024-12-14,12.83,9,115.47
558,306,eBook,1,30,2026-03-26,9.2,20,184.0
559,61,Paperback,3,233,2024-03-31,18.27,10,182.7
560,158,Paperback,7,436,2023-09-14,14.64,6,87.84
561,58,Hardcover,7,442,2023-06-09,32.74,49,1604.26
562,22,Hardcover,1,61,2024-02-07,25.32,43,1088.76
563,241,eBook,1,11,2023-09-01,8.29,20,165.8
564,50,Mass Market Paperback,2,190,2023-09-11,9.81,13,127.53
565,180,Hardcover,4,285,2023-03-01,26.45,48,1269.6
566,297,eBook,3,248,2025-02-23,9.11,33,300.63
567,259,Hardcover,1,15,2026-03-13,25.98,38,987.24
568,271,Paperback,1,5,2024-03-20,18.81,11,206.91
569,51,Mass Market Paperback,5,376,2025-05-22,12.4,31,384.4
570,302,Audiobook,2,186,2024-11-26,26.73,7,187.11
571,182,Audiobook,6,418,2025-02-16,22.13,15,331.95
572,58,Hardcover,2,140,2024-10-05,29.65,34,1008.1
573,254,eBook,1,85,2025-07-13,11.89,3,35.67
574,168,Hardcover,4,320,2025-10-08,28.84,30,865.2
575,228,Mass Market Paperback,2,194,2024-04-07,10.62,28,297.36
576,36,eBook,10,504,2026-01-17,9.25,44,407.0
577,54,Audiobook,1,88,2025-03-22,25.22,44,1109.68
578,62,Audiobook,1,105,2024-08-12,24.0,38,912.0
579,87,eBook,3,206,2023-09-22,14.82,22,326.04
580,305,Hardcover,10,512,2026-03-13,27.32,28,764.96
581,143,Audiobook,6,415,2024-07-13,23.55,43,1012.65
582,249,eBook,1,111,2025-11-13,9.02,30,270.6
583,63,Audiobook,2,138,2024-05-28,24.96,41,1023.36
584,16,Hardcover,1,28,2024-08-30,33.29,32,1065.28
585,92,Mass Market Paperback,4,311,2025-06-09,11.71,10,117.1
586,50,Mass Market Paperback,3,207,2023-06-06,12.06,30,361.8
587,151,Audiobook,5,352,2025-10-16,25.04,35,876.4
588,277,Hardcover,7,441,2026-01-24,34.52,3,103.56
589,61,Audiobook,7,454,2025-02-24,23.14,25,578.5
590,236,Hardcover,4,311,2023-03-15,26.76,43,1150.68
591,85,Audiobook,6,399,2025-10-03,21.33,46,981.18
592,250,Mass Market Paperback,9,482,2023-08-13,11.69,43,502.67
593,244,Paperback,4,270,2026-02-25,16.52,26,429.52
594,254,Audiobook,4,292,2026-03-06,26.16,23,601.68
595,165,Hardcover,5,376,2023-05-06,30.89,9,278.01
596,179,eBook,5,354,2023-02-25,10.65,28,298.2
597,183,eBook,3,254,2025-04-23,8.39,16,134.24
598,121,eBook,1,68,2025-06-15,12.14,45,546.3
599,157,eBook,5,334,2023-08-23,9.18,35,321.3
600,20,Audiobook,4,274,2025-08-01,25.67,27,693.09
601,11,Mass Market Paperback,5,387,2025-08-19,9.08,21,190.68
602,293,eBook,1,103,2025-03-19,12.0,32,384.0
603,106,Audiobook,5,348,2024-11-19,25.02,49,1225.98
604,86,eBook,10,509,2024-09-05,14.78,13,192.14
605,39,Paperback,4,305,2026-01-02,15.43,4,61.72
606,294,Paperback,1,98,2026-01-24,17.11,6,102.66
607,304,eBook,9,487,2025-01-24,8.46,34,287.64
608,219,eBook,4,310,2024-03-05,13.56,42,569.52
609,259,Audiobook,3,205,2024-09-06,26.62,21,559.02
610,213,eBook,2,185,2025-04-03,12.36,30,370.8
611,10,Paperback,9,479,2025-11-23,16.87,14,236.18
612,138,Mass Market Paperback,1,62,2025-12-27,12.4,28,347.2
613,268,eBook,2,155,2024-02-15,11.23,16,179.68
614,154,Audiobook,3,209,2025-06-10,23.18,5,115.9
615,212,eBook,3,242,2024-06-30,12.51,17,212.67
616,208,Hardcover,3,252,2024-05-03,26.49,2,52.98
617,159,Audiobook,6,433,2024-12-23,25.59,28,716.52
618,19,Paperback,4,265,2024-02-18,15.35,2,30.7
619,143,Paperback,10,498,2026-02-01,17.21,3,51.63
620,11,Hardcover,1,66,2023-04-24,28.13,20,562.6
621,209,Hardcover,2,144,2024-11-01,28.96,47,1361.12
622,121,Mass Market Paperback,3,258,2023-12-14,11.93,8,95.44
623,255,Paperback,4,321,2023-07-04,16.99,50,849.5
624,169,Paperback,2,148,2025-03-09,18.67,14,261.38
625,55,Paperback,6,419,2023-12-25,18.84,29,546.36
626,131,Audiobook,1,116,2023-04-25,25.32,45,1139.4
627,163,Audiobook,4,285,2026-01-22,24.74,16,395.84
628,75,Audiobook,1,22,2025-01-13,27.15,20,543.0
629,311,Hardcover,3,246,2023-11-07,31.9,43,1371.7
630,130,Audiobook,5,372,2026-02-05,23.08,45,1038.6
631,63,Paperback,1,9,2025-12-31,18.28,25,457.0
632,202,eBook,3,242,2024-06-07,8.62,49,422.38
633,153,Paperback,4,325,2024-03-06,18.57,41,761.37
634,209,Hardcover,10,504,2026-01-11,27.73,6,166.38
635,242,eBook,2,165,2025-04-25,13.01,7,91.07
636,134,Hardcover,5,335,2025-11-02,28.51,39,1111.89
637,233,Hardcover,7,455,2023-02-26,31.4,12,376.8
638,70,Audiobook,4,322,2023-01-07,21.99,20,439.8
639,295,Hardcover,2,134,2023-10-17,26.57,34,903.38
640,305,eBook,2,137,2026-03-14,11.15,48,535.2
641,134,Mass Market Paperback,3,204,2023-12-22,12.3,19,233.7
642,44,eBook,3,230,2025-04-28,9.26,25,231.5
643,11,Mass Market Paperback,3,235,2023-02-17,11.58,41,474.78
644,46,Paperback,1,51,2025-08-05,15.3,11,168.3
645,206,Mass Market Paperback,5,377,2025-05-28,10.03,6,60.18
646,88,Hardcover,7,446,2026-03-26,25.13,34,854.42
647,233,Hardcover,2,196,2025-10-09,27.23,14,381.22
648,137,Audiobook,3,212,2024-08-12,23.81,28,666.68
649,308,eBook,6,429,2024-03-17,13.08,13,170.04
650,93,Paperback,3,242,2025-06-15,14.13,17,240.21
651,231,eBook,8,470,2024-05-23,12.07,42,506.94
652,44,Audiobook,6,408,2023-01-22,21.32,21,447.72
653,109,Audiobook,4,263,2025-07-10,27.07,48,1299.36
654,38,Mass Market Paperback,3,241,2023-07-15,9.23,22,203.06
655,242,Mass Market Paperback,1,47,2024-12-26,12.75,39,497.25
656,3,Mass Market Paperback,6,405,2024-06-03,11.47,20,229.4
657,190,Mass Market Paperback,4,267,2023-09-28,9.15,12,109.8
658,87,Audiobook,2,136,2024-12-14,29.29,30,878.7
659,46,Mass Market Paperback,1,120,2024-10-11,10.72,17,182.24
660,161,Paperback,5,370,2023-04-01,16.49,18,296.82
661,221,eBook,4,271,2024-08-02,12.28,49,601.72
662,265,Audiobook,10,504,2024-10-03,28.92,21,607.32
663,78,Audiobook,1,56,2026-01-22,20.52,10,205.2
664,118,Hardcover,9,479,2024-01-11,29.69,11,326.59
665,224,Audiobook,10,497,2023-08-26,20.4,23,469.2
666,235,Hardcover,2,127,2025-10-06,33.45,10,334.5
667,179,Paperback,2,173,2023-07-11,18.33,12,219.96
668,261,Mass Market Paperback,3,218,2024-07-12,12.55,38,476.9
669,299,Mass Market Paperback,6,427,2023-01-09,12.06,12,144.72
670,40,Audiobook,1,27,2024-05-19,26.76,22,588.72
671,146,Hardcover,1,109,2025-09-15,28.93,38,1099.34
672,166,Hardcover,9,492,2023-11-11,25.8,46,1186.8
673,233,Mass Market Paperback,1,45,2024-07-05,11.62,22,255.64
674,232,Mass Market Paperback,4,290,2024-10-27,9.51,4,38.04
675,166,Hardcover,5,391,2023-04-24,30.46,39,1187.94
676,48,eBook,6,409,2025-03-27,9.24,50,462.0
677,46,Paperback,6,413,2023-02-12,14.8,50,740.0
678,146,Paperback,7,443,2025-08-11,14.59,32,466.88
679,159,Mass Market Paperback,1,99,2026-03-18,9.52,43,409.36
680,189,Paperback,9,488,2025-11-15,16.44,25,411.0
681,138,Mass Market Paperback,6,433,2026-02-27,10.68,49,523.32
682,189,Audiobook,1,42,2024-01-17,26.3,6,157.8
683,263,Audiobook,2,159,2024-11-30,26.75,42,1123.5
684,254,Mass Market Paperback,7,448,2025-12-30,9.33,30,279.9
685,41,eBook,4,308,2025-09-05,9.03,9,81.27
686,128,Audiobook,1,79,2025-12-07,22.94,4,91.76
687,24,Hardcover,1,97,2025-11-17,30.1,27,812.7
688,238,eBook,1,84,2026-03-10,10.48,38,398.24
689,258,Hardcover,2,184,2023-02-03,32.4,30,972.0
690,94,Hardcover,4,305,2025-08-04,25.82,46,1187.72
691,161,Audiobook,5,350,2025-07-20,26.23,17,445.91
692,96,Paperback,4,266,2024-03-08,14.38,39,560.82
693,55,Mass Market Paperback,1,120,2025-06-07,9.06,26,235.56
694,7,Audiobook,10,499,2023-12-18,24.59,26,639.34
695,156,Audiobook,2,129,2025-02-14,28.04,6,168.24
696,70,Paperback,2,193,2023-01-29,14.55,2,29.1
697,14,Audiobook,3,248,2024-03-04,26.48,42,1112.16
698,224,Paperback,9,475,2026-01-08,14.42,50,721.0
699,76,Audiobook,2,157,2025-08-28,20.21,11,222.31
700,228,Audiobook,3,249,2025-09-20,20.19,29,585.51
701,104,Mass Market Paperback,1,53,2024-08-26,12.31,26,320.06
702,171,Hardcover,7,443,2023-08-09,31.29,46,1439.34
703,213,Mass Market Paperback,4,298,2025-10-12,11.37,36,409.32
704,19,Audiobook,10,500,2025-09-25,24.85,38,944.3
705,119,Mass Market Paperback,4,324,2023-05-05,9.07,37,335.59
706,284,eBook,9,485,2025-01-07,14.24,27,384.48
707,60,Mass Market Paperback,8,460,2025-10-10,12.75,23,293.25
708,224,Paperback,9,481,2023-02-12,15.43,13,200.59
709,177,Paperback,5,348,2025-06-16,16.53,38,628.14
710,309,Audiobook,6,400,2026-03-10,21.3,19,404.7
711,214,Audiobook,3,213,2025-11-20,27.99,11,307.89
712,145,Audiobook,2,161,2023-06-26,21.28,13,276.64
713,311,Hardcover,4,311,2025-02-17,32.92,32,1053.44
714,121,Mass Market Paperback,5,368,2024-03-23,9.18,2,18.36
715,134,Paperback,1,33,2025-01-01,14.86,33,490.38
716,33,Audiobook,2,124,2024-11-22,21.13,15,316.95
717,288,Audiobook,5,364,2025-05-15,22.57,22,496.54
718,24,eBook,1,107,2026-02-14,14.26,45,641.7
719,26,Audiobook,1,114,2025-06-15,29.62,49,1451.38
720,55,Mass Market Paperback,2,172,2023-07-28,9.16,7,64.12
721,61,eBook,7,453,2024-02-25,9.09,19,172.71
722,260,Hardcover,5,343,2025-10-17,26.53,24,636.72
723,71,Paperback,1,7,2023-09-09,16.19,27,437.13
724,126,eBook,1,88,2025-08-28,10.0,11,110.0
725,137,Audiobook,3,252,2025-02-01,23.6,43,1014.8
726,78,Audiobook,7,440,2025-12-26,27.86,9,250.74
727,212,Audiobook,5,371,2025-04-18,29.51,34,1003.34
728,16,Paperback,1,72,2025-08-17,17.84,46,820.64
729,44,eBook,2,169,2024-11-23,10.8,50,540.0
730,223,Audiobook,2,155,2023-05-06,27.58,43,1185.94
731,295,Mass Market Paperback,6,412,2023-08-28,12.88,27,347.76
732,284,eBook,5,353,2026-02-26,13.04,21,273.84
733,5,Mass Market Paperback,6,414,2024-07-26,11.43,10,114.3
734,229,Mass Market Paperback,7,453,2024-02-25,11.49,40,459.6
735,177,Paperback,1,38,2025-04-08,18.39,6,110.34
736,276,Audiobook,2,130,2024-11-16,27.24,48,1307.52
737,267,eBook,4,320,2026-01-12,9.49,33,313.17
738,267,Paperback,4,265,2024-11-28,14.11,35,493.85
739,124,Audiobook,1,62,2024-09-14,29.86,8,238.88
740,191,Mass Market Paperback,2,128,2024-06-15,10.41,4,41.64
741,230,Mass Market Paperback,5,348,2025-07-12,11.94,30,358.2
742,121,Mass Market Paperback,3,240,2025-11-23,11.25,41,461.25
743,180,eBook,2,144,2024-09-04,12.66,46,582.36
744,194,Paperback,2,198,2025-11-30,14.52,34,493.68
745,185,Hardcover,6,422,2025-02-21,26.46,28,740.88
746,42,Hardcover,9,488,2023-07-08,29.24,9,263.16
747,110,Hardcover,6,413,2025-10-08,28.68,34,975.12
748,302,Mass Market Paperback,10,511,2025-12-14,12.11,17,205.87
749,217,Audiobook,2,167,2025-06-20,27.31,27,737.37
750,74,Paperback,2,133,2025-11-01,16.41,30,492.3
751,263,Hardcover,9,485,2025-12-19,31.93,30,957.9
752,17,Mass Market Paperback,6,419,2025-08-22,10.47,8,83.76
753,57,eBook,2,157,2024-02-09,11.99,3,35.97
754,61,eBook,4,302,2025-01-30,14.93,20,298.6
755,249,Paperback,6,432,2023-02-27,14.7,38,558.6
756,25,eBook,10,501,2024-09-16,9.5,48,456.0
757,2,Mass Market Paperback,6,428,2023-09-08,10.38,3,31.14
758,247,eBook,5,387,2026-03-19,11.95,22,262.9
759,244,Paperback,8,461,2023-09-29,16.51,30,495.3
760,230,eBook,6,420,2025-02-09,8.62,40,344.8
761,199,Audiobook,7,454,2024-12-03,23.38,3,70.14
762,143,Paperback,4,317,2023-07-01,17.53,37,648.61
763,288,Hardcover,2,198,2025-12-17,31.43,6,188.58
764,278,Hardcover,2,194,2025-11-05,34.56,34,1175.04
765,244,Hardcover,2,185,2025-10-26,26.19,35,916.65
766,10,Paperback,7,455,2024-07-17,15.22,46,700.12
767,44,Mass Market Paperback,1,47,2025-12-28,10.27,38,390.26
768,252,eBook,1,25,2023-02-17,11.05,27,298.35
769,271,Audiobook,1,102,2024-10-11,22.56,8,180.48
770,278,eBook,1,92,2025-04-10,9.0,17,153.0
771,79,Audiobook,5,334,2024-09-20,26.78,4,107.12
772,93,Hardcover,4,328,2024-05-20,27.97,7,195.79
773,73,eBook,1,54,2025-04-25,9.8,8,78.4
774,104,Mass Market Paperback,10,521,2024-05-05,11.33,32,362.56
775,259,Hardcover,9,476,2025-02-27,27.68,21,581.28
776,284,Hardcover,3,240,2025-07-02,29.83,27,805.41
777,10,Mass Market Paperback,1,104,2024-07-05,12.84,44,564.96
778,127,Mass Market Paperback,4,312,2025-09-13,11.6,9,104.4
779,291,Audiobook,10,513,2025-10-24,20.83,41,854.03
780,105,eBook,3,252,2023-10-19,11.77,11,129.47
781,276,Mass Market Paperback,9,476,2025-05-17,10.8,1,10.8
782,149,Hardcover,4,280,2023-12-09,25.59,31,793.29
783,307,Audiobook,3,218,2024-05-28,29.98,41,1229.18
784,300,Mass Market Paperback,1,72,2026-03-15,10.12,11,111.32
785,154,Audiobook,4,287,2023-07-03,26.97,9,242.73
786,222,Mass Market Paperback,5,351,2024-03-30,11.01,21,231.21
787,134,eBook,5,350,2025-07-16,9.71,21,203.91
788,108,Mass Market Paperback,2,137,2025-07-30,10.3,45,463.5
789,2,Hardcover,2,178,2025-09-02,34.0,44,1496.0
790,212,Audiobook,1,84,2026-02-12,27.61,35,966.35
791,40,Hardcover,8,456,2026-01-08,33.92,43,1458.56
792,64,Audiobook,6,397,2024-12-23,28.26,23,649.98
793,91,Hardcover,8,456,2023-01-18,29.62,13,385.06
794,5,Hardcover,5,367,2024-03-29,32.57,44,1433.08
795,99,Mass Market Paperback,3,227,2023-07-04,11.49,46,528.54
796,120,eBook,3,215,2025-10-08,8.25,32,264.0
797,4,Audiobook,10,513,2024-02-06,21.1,18,379.8
798,253,Mass Market Paperback,2,180,2024-01-01,9.77,48,468.96
799,34,Hardcover,3,234,2023-09-20,26.26,37,971.62
800,268,Paperback,3,259,2024-07-15,18.23,2,36.46
801,287,Hardcover,1,54,2025-12-24,34.37,42,1443.54
802,166,Audiobook,9,478,2025-06-04,22.73,44,1000.12
803,254,Mass Market Paperback,3,230,2025-07-14,12.03,47,565.41
804,25,Audiobook,1,6,2024-07-23,25.31,21,531.51
805,201,eBook,1,26,2024-02-03,8.56,37,316.72
806,116,Audiobook,3,202,2025-09-22,29.57,16,473.12
807,85,eBook,1,100,2024-11-05,8.43,41,345.63
808,15,Audiobook,5,343,2025-01-08,28.07,38,1066.66
809,129,Hardcover,1,56,2024-05-21,29.73,22,654.06
810,171,Paperback,7,450,2025-01-14,18.71,50,935.5
811,49,Mass Market Paperback,1,35,2025-07-03,9.49,4,37.96
812,194,Hardcover,7,453,2024-10-03,32.82,4,131.28
813,29,Mass Market Paperback,1,105,2024-09-09,11.49,5,57.45
814,29,Hardcover,6,412,2026-02-19,27.94,25,698.5
815,50,Paperback,1,11,2025-04-21,18.31,43,787.33
816,233,Audiobook,1,104,2025-02-25,27.94,40,1117.6
817,174,Audiobook,2,198,2023-02-23,25.16,38,956.08
818,56,Hardcover,2,199,2025-02-17,30.94,5,154.7
819,294,Mass Market Paperback,9,493,2025-11-15,10.02,27,270.54
820,228,Paperback,1,62,2024-01-16,14.68,3,44.04
821,66,Mass Market Paperback,5,367,2024-09-30,10.73,42,450.66
822,160,Paperback,5,352,2026-01-13,14.73,20,294.6
823,150,Hardcover,2,149,2025-01-25,30.17,43,1297.31
824,30,Mass Market Paperback,1,56,2024-05-01,12.27,36,441.72
825,217,Paperback,3,207,2024-12-05,18.87,41,773.67
826,36,Paperback,9,479,2025-09-01,17.33,45,779.85
827,308,Mass Market Paperback,4,307,2024-11-09,11.25,22,247.5
828,215,Paperback,10,508,2024-11-04,14.51,3,43.53
829,113,Paperback,3,219,2023-01-08,17.46,30,523.8
830,123,eBook,3,211,2025-09-11,13.64,25,341.0
831,205,Hardcover,5,367,2024-01-13,28.62,5,143.1
832,16,Hardcover,2,200,2025-12-10,26.41,29,765.89
833,300,eBook,3,204,2026-02-23,8.3,2,16.6
834,102,Paperback,2,179,2024-08-09,15.08,17,256.36
835,174,Paperback,2,181,2026-02-09,14.88,2,29.76
836,135,Hardcover,5,389,2023-07-27,33.3,9,299.7
837,57,Paperback,5,379,2024-09-19,15.52,16,248.32
838,191,Mass Market Paperback,7,445,2023-12-17,12.9,40,516.0
839,34,Paperback,2,195,2023-08-31,18.4,9,165.6
840,99,Audiobook,7,440,2025-12-26,26.93,21,565.53
841,126,Mass Market Paperback,4,302,2023-04-05,11.34,35,396.9
842,77,Paperback,2,130,2024-11-02,14.26,18,256.68
843,261,Paperback,1,67,2025-09-28,17.63,31,546.53
844,86,Audiobook,10,522,2025-11-07,27.5,42,1155.0
845,192,Mass Market Paperback,5,383,2026-02-23,10.85,21,227.85
846,270,Audiobook,6,411,2025-09-16,24.73,38,939.74
847,299,Paperback,8,463,2023-03-16,15.09,13,196.17
848,121,Paperback,2,161,2024-09-30,15.52,25,388.0
849,192,Mass Market Paperback,1,87,2024-10-11,9.33,49,457.17
850,152,Mass Market Paperback,1,43,2025-06-29,10.4,38,395.2
851,239,Mass Market Paperback,9,479,2025-11-15,10.34,29,299.86
852,222,eBook,4,280,2025-05-10,13.62,21,286.02
853,196,Paperback,1,78,2023-02-20,16.2,17,275.4
854,184,eBook,1,81,2023-06-18,13.89,33,458.37
855,142,Hardcover,1,40,2024-04-11,26.18,24,628.32
856,280,eBook,3,257,2024-08-29,9.37,22,206.14
857,155,Paperback,4,268,2024-07-16,17.52,9,157.68
858,5,eBook,6,416,2024-09-05,13.75,26,357.5
859,297,Audiobook,2,153,2023-04-07,26.53,49,1299.97
860,204,Paperback,9,486,2024-05-02,17.61,14,246.54
861,120,Mass Market Paperback,9,480,2025-11-22,12.13,49,594.37
862,237,Hardcover,7,440,2024-11-28,28.12,13,365.56
863,214,Audiobook,1,31,2025-09-04,24.49,36,881.64
864,192,Mass Market Paperback,1,10,2024-02-17,12.49,20,249.8
865,256,eBook,6,414,2024-12-27,9.57,28,267.96
866,276,eBook,1,33,2024-09-05,12.1,37,447.7
867,72,eBook,6,401,2023-11-11,11.97,39,466.83
868,196,Audiobook,2,193,2024-02-23,20.63,25,515.75
869,244,eBook,4,312,2023-08-11,11.98,29,347.42
870,48,Hardcover,1,33,2023-12-18,31.74,12,380.88
871,309,Hardcover,6,396,2025-09-19,26.86,5,134.3
872,146,Paperback,1,72,2024-05-16,15.45,34,525.3
873,233,eBook,5,335,2023-04-28,11.62,11,127.82
874,211,Paperback,6,429,2025-03-11,18.94,9,170.46
875,245,Audiobook,2,134,2023-05-21,29.54,14,413.56
876,106,Audiobook,9,487,2024-09-26,28.17,43,1211.31
877,82,eBook,8,470,2026-03-23,12.1,33,399.3
878,142,Hardcover,1,66,2024-02-18,34.9,29,1012.1
879,205,Mass Market Paperback,10,503,2024-05-20,10.31,37,381.47
880,236,Mass Market Paperback,4,295,2025-08-05,9.15,6,54.9
881,234,eBook,6,426,2025-09-14,10.73,12,128.76
882,128,Mass Market Paperback,5,394,2024-01-03,11.92,30,357.6
883,94,Audiobook,3,246,2023-12-04,26.98,3,80.94
884,81,Mass Market Paperback,3,223,2024-07-14,10.16,5,50.8
885,253,Mass Market Paperback,1,79,2024-09-04,9.47,24,227.28
886,54,eBook,3,259,2025-10-30,10.86,11,119.46
887,107,Hardcover,9,473,2025-11-02,29.61,5,148.05
888,196,Audiobook,1,39,2024-12-04,28.55,26,742.3
